State,County,Census Tract Number,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
Florida,"St. Lucie County, FL",3820.07,77.4,75.2-77.5,1.6353
Florida,"St. Lucie County, FL",3820.08,76.6,75.2-77.5,1.6163
Florida,"St. Lucie County, FL",3820.09,77.8,77.6-79.5,1.6036
Florida,"St. Lucie County, FL",3820.10,77.6,77.6-79.5,1.7646
Florida,"St. Lucie County, FL",3821.06,77.9,77.6-79.5,1.5254
Florida,"St. Lucie County, FL",3821.08,83.1,81.7-97.5,1.9077
Florida,"St. Lucie County, FL",3821.09,82.4,81.7-97.5,1.2607
Florida,"St. Lucie County, FL",3821.10,78.9,77.6-79.5,2.2302
Florida,"St. Lucie County, FL",3821.11,78.9,77.6-79.5,2.2077
Florida,"St. Lucie County, FL",3821.12,82.5,81.7-97.5,2.5572
Florida,"St. Lucie County, FL",3821.13,79.4,77.6-79.5,1.2958
Florida,"St. Lucie County, FL",3822.00,83.3,81.7-97.5,1.6259
Florida,"St. Lucie County, FL",9800.00,,,
Florida,St. Lucie County,9900.00,,,
Florida,"Santa Rosa County, FL",0101.00,69.9,56.9-75.1,3.8954
Florida,"Santa Rosa County, FL",0102.00,73.9,56.9-75.1,1.6349
Florida,"Santa Rosa County, FL",0103.00,79.2,77.6-79.5,1.3418
Florida,"Santa Rosa County, FL",0104.00,72.5,56.9-75.1,2.4487
Florida,"Santa Rosa County, FL",0105.02,75.3,75.2-77.5,0.8947
Florida,"Santa Rosa County, FL",0105.03,77.9,77.6-79.5,1.8045
Florida,"Santa Rosa County, FL",0105.04,79.5,77.6-79.5,2.0709
Florida,"Santa Rosa County, FL",0106.00,73.3,56.9-75.1,1.5838
Florida,"Santa Rosa County, FL",0107.02,77.4,75.2-77.5,1.1105
Florida,"Santa Rosa County, FL",0107.04,77,75.2-77.5,1.1434
Florida,"Santa Rosa County, FL",0107.05,77.9,77.6-79.5,2.9933
Florida,"Santa Rosa County, FL",0107.06,77.4,75.2-77.5,2.2552
Florida,"Santa Rosa County, FL",0107.07,80.3,79.6-81.6,1.4901
Florida,"Santa Rosa County, FL",0107.08,77.1,75.2-77.5,1.603
Florida,"Santa Rosa County, FL",0108.02,83,81.7-97.5,2.7836
Florida,"Santa Rosa County, FL",0108.08,74.8,56.9-75.1,2.9697
Florida,"Santa Rosa County, FL",0108.09,73.5,56.9-75.1,1.2434
Florida,"Santa Rosa County, FL",0108.11,81.7,81.7-97.5,1.841
Florida,"Santa Rosa County, FL",0108.12,79.7,79.6-81.6,1.4054
Florida,"Santa Rosa County, FL",0108.13,79.6,79.6-81.6,1.7327
Florida,"Santa Rosa County, FL",0108.14,,,
Florida,"Santa Rosa County, FL",0108.15,80.2,79.6-81.6,1.5161
Florida,"Santa Rosa County, FL",0108.17,77.2,75.2-77.5,1.4028
Florida,"Santa Rosa County, FL",0108.19,78.1,77.6-79.5,1.8714
Florida,"Santa Rosa County, FL",0109.00,77.5,75.2-77.5,1.0821
Florida,Santa Rosa County,9900.00,,,
Florida,"Sarasota County, FL",0001.01,81.6,79.6-81.6,2.2132
Florida,"Sarasota County, FL",0001.02,76.7,75.2-77.5,1.6866
Florida,"Sarasota County, FL",0002.00,77.7,77.6-79.5,1.3111
Florida,"Sarasota County, FL",0003.00,70.9,56.9-75.1,1.4999
Florida,"Sarasota County, FL",0004.01,79.5,77.6-79.5,1.7126
Florida,"Sarasota County, FL",0004.04,,,
Florida,"Sarasota County, FL",0004.05,85.4,81.7-97.5,2.9936
Florida,"Sarasota County, FL",0004.06,76.2,75.2-77.5,3.7841
Florida,"Sarasota County, FL",0004.07,76.1,75.2-77.5,1.2904
Florida,"Sarasota County, FL",0005.01,81.3,79.6-81.6,0.89
Florida,"Sarasota County, FL",0005.02,75.6,75.2-77.5,1.4798
Florida,"Sarasota County, FL",0005.03,72.7,56.9-75.1,1.5337
Florida,"Sarasota County, FL",0006.01,83.8,81.7-97.5,2.8139
Florida,"Sarasota County, FL",0006.02,77,75.2-77.5,1.3382
Florida,"Sarasota County, FL",0007.00,,,
Florida,"Sarasota County, FL",0008.01,88.6,81.7-97.5,2.8783
Florida,"Sarasota County, FL",0008.02,,,
Florida,"Sarasota County, FL",0009.00,79.7,79.6-81.6,1.9981
Florida,"Sarasota County, FL",0010.00,76.8,75.2-77.5,2.601
Florida,"Sarasota County, FL",0011.01,77.8,77.6-79.5,1.9227
Florida,"Sarasota County, FL",0011.02,75.8,75.2-77.5,1.9313
Florida,"Sarasota County, FL",0012.01,82.7,81.7-97.5,1.4603
Florida,"Sarasota County, FL",0012.02,78.4,77.6-79.5,1.4475
Florida,"Sarasota County, FL",0012.03,80.8,79.6-81.6,1.9205
Florida,"Sarasota County, FL",0012.04,,,
Florida,"Sarasota County, FL",0013.01,80,79.6-81.6,1.8271
Florida,"Sarasota County, FL",0013.02,79.4,77.6-79.5,1.5726
Florida,"Sarasota County, FL",0013.03,84,81.7-97.5,2.2134
Florida,"Sarasota County, FL",0013.04,83.6,81.7-97.5,1.7852
Florida,"Sarasota County, FL",0014.01,84.2,81.7-97.5,1.7955
Florida,"Sarasota County, FL",0014.02,80.9,79.6-81.6,1.9169
Florida,"Sarasota County, FL",0014.03,87.3,81.7-97.5,2.2964
Florida,"Sarasota County, FL",0015.03,77.9,77.6-79.5,1.6619
Florida,"Sarasota County, FL",0015.04,81.4,79.6-81.6,3.0164
Florida,"Sarasota County, FL",0015.05,77.3,75.2-77.5,0.909
Florida,"Sarasota County, FL",0015.06,81,79.6-81.6,1.4226
Florida,"Sarasota County, FL",0015.07,83.4,81.7-97.5,1.4882
Florida,"Sarasota County, FL",0016.01,81.3,79.6-81.6,1.4212
Florida,"Sarasota County, FL",0016.02,,,
Florida,"Sarasota County, FL",0017.02,79.2,77.6-79.5,1.7268
Florida,"Sarasota County, FL",0017.03,,,
Florida,"Sarasota County, FL",0017.04,79.1,77.6-79.5,1.7173
Florida,"Sarasota County, FL",0018.01,81.4,79.6-81.6,0.802
Florida,"Sarasota County, FL",0018.03,76.9,75.2-77.5,1.9037
Florida,"Sarasota County, FL",0018.04,77.5,75.2-77.5,2.0765
Florida,"Sarasota County, FL",0018.05,80.4,79.6-81.6,1.9727
Florida,"Sarasota County, FL",0019.03,81.3,79.6-81.6,1.0545
Florida,"Sarasota County, FL",0019.04,82.5,81.7-97.5,1.5693
Florida,"Sarasota County, FL",0019.05,81.3,79.6-81.6,0.9736
Florida,"Sarasota County, FL",0019.07,81.2,79.6-81.6,2.839
Florida,"Sarasota County, FL",0019.08,81.1,79.6-81.6,1.1483
Florida,"Sarasota County, FL",0020.03,77.7,77.6-79.5,1.5213
Florida,"Sarasota County, FL",0020.04,79,77.6-79.5,1.5831
Florida,"Sarasota County, FL",0020.05,81.4,79.6-81.6,1.591
Florida,"Sarasota County, FL",0020.07,86.9,81.7-97.5,3.2784
Florida,"Sarasota County, FL",0020.08,,,
Florida,"Sarasota County, FL",0020.09,84.5,81.7-97.5,2.5232
Florida,"Sarasota County, FL",0020.10,85.1,81.7-97.5,1.7127
Florida,"Sarasota County, FL",0021.00,85.9,81.7-97.5,2.0598
Florida,"Sarasota County, FL",0022.01,83.5,81.7-97.5,1.8007
Florida,"Sarasota County, FL",0022.02,,,
Florida,"Sarasota County, FL",0022.03,79.2,77.6-79.5,2.2031
Florida,"Sarasota County, FL",0023.02,77.1,75.2-77.5,2.9205
Florida,"Sarasota County, FL",0023.03,86,81.7-97.5,1.7951
Florida,"Sarasota County, FL",0023.04,81.9,81.7-97.5,2.5775
Florida,"Sarasota County, FL",0023.05,,,
Florida,"Sarasota County, FL",0024.01,79.3,77.6-79.5,1.8366
Florida,"Sarasota County, FL",0024.02,77.1,75.2-77.5,1.7694
Florida,"Sarasota County, FL",0025.04,77.3,75.2-77.5,1.7288
Florida,"Sarasota County, FL",0025.05,81,79.6-81.6,1.5117
Florida,"Sarasota County, FL",0025.07,78.9,77.6-79.5,1.3062
Florida,"Sarasota County, FL",0025.08,76.4,75.2-77.5,1.9027
Florida,"Sarasota County, FL",0025.09,78,77.6-79.5,1.15
Florida,"Sarasota County, FL",0025.10,79.2,77.6-79.5,1.4558
Florida,"Sarasota County, FL",0025.11,82.8,81.7-97.5,1.7885
Florida,"Sarasota County, FL",0026.01,,,
Florida,"Sarasota County, FL",0026.02,77.9,77.6-79.5,0.8388
Florida,"Sarasota County, FL",0026.03,,,
Florida,"Sarasota County, FL",0026.04,78.4,77.6-79.5,2.103
Florida,"Sarasota County, FL",0026.05,77,75.2-77.5,2.6923
Florida,"Sarasota County, FL",0027.10,81.5,79.6-81.6,2.3204
Florida,"Sarasota County, FL",0027.11,78.2,77.6-79.5,2.467
Florida,"Sarasota County, FL",0027.12,78.6,77.6-79.5,0.9489
Florida,"Sarasota County, FL",0027.13,81.8,81.7-97.5,1.3818
Florida,"Sarasota County, FL",0027.14,84,81.7-97.5,2.4881
Florida,"Sarasota County, FL",0027.15,83.8,81.7-97.5,2.4496
Florida,"Sarasota County, FL",0027.16,86.3,81.7-97.5,1.7598
Florida,"Sarasota County, FL",0027.18,81.2,79.6-81.6,2.2856
Florida,"Sarasota County, FL",0027.19,,,
Florida,"Sarasota County, FL",0027.20,79,77.6-79.5,2.0565
Florida,"Sarasota County, FL",0027.21,76.2,75.2-77.5,1.608
Florida,"Sarasota County, FL",0027.22,83,81.7-97.5,2.2321
Florida,"Sarasota County, FL",0027.23,79.7,79.6-81.6,2.3037
Florida,"Sarasota County, FL",0027.24,,,
Florida,Sarasota County,9900.00,,,
Florida,"Seminole County, FL",0201.01,76.6,75.2-77.5,3.5898
Florida,"Seminole County, FL",0201.02,75.1,56.9-75.1,3.7416
Florida,"Seminole County, FL",0202.01,,,
Florida,"Seminole County, FL",0202.02,79.2,77.6-79.5,3.1092
Florida,"Seminole County, FL",0203.01,79.1,77.6-79.5,2.2337
Florida,"Seminole County, FL",0203.02,72.5,56.9-75.1,2.1142
Florida,"Seminole County, FL",0204.01,,,
Florida,"Seminole County, FL",0204.02,78.1,77.6-79.5,2.1595
Florida,"Seminole County, FL",0205.00,71.6,56.9-75.1,2.343
Florida,"Seminole County, FL",0206.00,81.1,79.6-81.6,2.8702
Florida,"Seminole County, FL",0207.01,81.3,79.6-81.6,1.3264
Florida,"Seminole County, FL",0207.03,80.8,79.6-81.6,2.1416
Florida,"Seminole County, FL",0207.04,85.7,81.7-97.5,2.4486
Florida,"Seminole County, FL",0207.05,83.2,81.7-97.5,2.1263
Florida,"Seminole County, FL",0208.03,81.6,79.6-81.6,2.1042
Florida,"Seminole County, FL",0208.05,83.8,81.7-97.5,1.8757
Florida,"Seminole County, FL",0208.06,82.5,81.7-97.5,3.0716
Florida,"Seminole County, FL",0208.07,81.7,81.7-97.5,2.8212
Florida,"Seminole County, FL",0208.08,79.5,77.6-79.5,2.1353
Florida,"Seminole County, FL",0208.10,81,79.6-81.6,1.9955
Florida,"Seminole County, FL",0208.11,78.6,77.6-79.5,1.437
Florida,"Seminole County, FL",0208.12,78.8,77.6-79.5,2.0754
Florida,"Seminole County, FL",0209.01,76.5,75.2-77.5,2.014
Florida,"Seminole County, FL",0209.02,68.2,56.9-75.1,2.2691
Florida,"Seminole County, FL",0209.03,77.3,75.2-77.5,1.5564
Florida,"Seminole County, FL",0210.00,78.7,77.6-79.5,1.162
Florida,"Seminole County, FL",0211.00,76.7,75.2-77.5,2.0122
Florida,"Seminole County, FL",0212.01,,,
Florida,"Seminole County, FL",0212.03,81.9,81.7-97.5,2.5864
Florida,"Seminole County, FL",0212.04,80.1,79.6-81.6,1.8529
Florida,"Seminole County, FL",0213.06,84.6,81.7-97.5,1.4992
Florida,"Seminole County, FL",0213.07,81.9,81.7-97.5,1.9383
Florida,"Seminole County, FL",0213.11,82.8,81.7-97.5,3.4284
Florida,"Seminole County, FL",0213.12,80.5,79.6-81.6,2.3479
Florida,"Seminole County, FL",0213.13,78,77.6-79.5,0.9669
Florida,"Seminole County, FL",0213.14,82.7,81.7-97.5,1.272
Florida,"Seminole County, FL",0213.15,82.5,81.7-97.5,1.5277
Florida,"Seminole County, FL",0213.16,81,79.6-81.6,1.7777
Florida,"Seminole County, FL",0213.17,,,
Florida,"Seminole County, FL",0213.18,88.7,81.7-97.5,2.4197
Florida,"Seminole County, FL",0213.19,79.2,77.6-79.5,2.3834
Florida,"Seminole County, FL",0213.20,,,
Florida,"Seminole County, FL",0213.21,79,77.6-79.5,1.6884
Florida,"Seminole County, FL",0214.01,79.8,79.6-81.6,1.9548
Florida,"Seminole County, FL",0214.03,81.6,79.6-81.6,1.4648
Florida,"Seminole County, FL",0214.04,81.1,79.6-81.6,2.1235
Florida,"Seminole County, FL",0215.02,75,56.9-75.1,1.447
Florida,"Seminole County, FL",0215.03,77.2,75.2-77.5,1.0446
Florida,"Seminole County, FL",0215.04,80.9,79.6-81.6,1.3999
Florida,"Seminole County, FL",0215.05,77.6,77.6-79.5,3.6634
Florida,"Seminole County, FL",0215.06,78.1,77.6-79.5,1.349
Florida,"Seminole County, FL",0216.04,84.2,81.7-97.5,3.0585
Florida,"Seminole County, FL",0216.06,79.8,79.6-81.6,1.5433
Florida,"Seminole County, FL",0216.08,80.4,79.6-81.6,2.0367
Florida,"Seminole County, FL",0216.09,78,77.6-79.5,1.723
Florida,"Seminole County, FL",0216.11,86,81.7-97.5,2.9156
Florida,"Seminole County, FL",0216.12,86.4,81.7-97.5,3.0258
Florida,"Seminole County, FL",0216.13,74.1,56.9-75.1,1.7501
Florida,"Seminole County, FL",0216.14,80.7,79.6-81.6,1.8094
Florida,"Seminole County, FL",0216.15,,,
Florida,"Seminole County, FL",0216.16,78.6,77.6-79.5,3.7928
Florida,"Seminole County, FL",0217.04,84.7,81.7-97.5,2.9101
Florida,"Seminole County, FL",0217.05,75.9,75.2-77.5,1.4989
Florida,"Seminole County, FL",0217.06,80.5,79.6-81.6,1.6451
Florida,"Seminole County, FL",0217.07,79,77.6-79.5,2.5514
Florida,"Seminole County, FL",0217.08,79.4,77.6-79.5,1.5141
Florida,"Seminole County, FL",0218.02,80.3,79.6-81.6,2.2077
Florida,"Seminole County, FL",0218.03,81.2,79.6-81.6,3.0972
Florida,"Seminole County, FL",0218.05,81.9,81.7-97.5,2.1743
Florida,"Seminole County, FL",0218.06,80.1,79.6-81.6,1.197
Florida,"Seminole County, FL",0219.01,78.5,77.6-79.5,1.8958
Florida,"Seminole County, FL",0219.02,81.1,79.6-81.6,2.0544
Florida,"Seminole County, FL",0220.01,75,56.9-75.1,2.3892
Florida,"Seminole County, FL",0220.02,81.4,79.6-81.6,2.3263
Florida,"Seminole County, FL",0220.04,80.2,79.6-81.6,1.8757
Florida,"Seminole County, FL",0220.05,80.1,79.6-81.6,1.5064
Florida,"Seminole County, FL",0221.01,75,56.9-75.1,1.3594
Florida,"Seminole County, FL",0221.04,,,
Florida,"Seminole County, FL",0221.05,81,79.6-81.6,1.7847
Florida,"Seminole County, FL",0221.06,81.8,81.7-97.5,1.8527
Florida,"Seminole County, FL",0222.01,79.2,77.6-79.5,1.5217
Florida,"Seminole County, FL",0222.05,79.2,77.6-79.5,2.189
Florida,"Seminole County, FL",0222.06,79.4,77.6-79.5,1.4108
Florida,"Seminole County, FL",0222.07,79.3,77.6-79.5,2.9236
Florida,"Seminole County, FL",0222.08,79.2,77.6-79.5,2.0266
Florida,"Seminole County, FL",0222.09,78.4,77.6-79.5,1.6077
Florida,"Sumter County, FL",9101.00,,,
Florida,"Sumter County, FL",9103.00,78,77.6-79.5,3.3277
Florida,"Sumter County, FL",9104.01,74.9,56.9-75.1,2.6008
Florida,"Sumter County, FL",9104.02,77.4,75.2-77.5,2.113
Florida,"Sumter County, FL",9105.00,78.3,77.6-79.5,1.7538
Florida,"Sumter County, FL",9106.01,73.3,56.9-75.1,1.2489
Florida,"Sumter County, FL",9106.02,76.2,75.2-77.5,2.4945
Florida,"Sumter County, FL",9107.00,78.4,77.6-79.5,1.6213
Florida,"Sumter County, FL",9108.00,,,
Florida,"Sumter County, FL",9109.00,,,
Florida,"Sumter County, FL",9110.00,,,
Florida,"Sumter County, FL",9112.00,,,
Florida,"Sumter County, FL",9113.01,71.8,56.9-75.1,2.5374
Florida,"Sumter County, FL",9113.02,65.8,56.9-75.1,2.7555
Florida,"Sumter County, FL",9114.00,79.8,79.6-81.6,1.1618
Florida,"Sumter County, FL",9115.00,77.7,77.6-79.5,2.0999
Florida,"Sumter County, FL",9117.01,81.1,79.6-81.6,2.309
Florida,"Sumter County, FL",9117.02,,,
Florida,"Sumter County, FL",9800.00,,,
Florida,"Suwannee County, FL",9701.00,71.8,56.9-75.1,1.3545
Florida,"Suwannee County, FL",9702.00,74.4,56.9-75.1,1.4089
Florida,"Suwannee County, FL",9703.01,77.2,75.2-77.5,2.6371
Florida,"Suwannee County, FL",9703.02,76.4,75.2-77.5,1.2497
Florida,"Suwannee County, FL",9704.00,77.6,77.6-79.5,1.3448
Florida,"Suwannee County, FL",9705.00,76.6,75.2-77.5,1.2254
Florida,"Suwannee County, FL",9706.00,76.2,75.2-77.5,1.1814
Florida,"Taylor County, FL",9501.00,75,56.9-75.1,1.3854
Florida,"Taylor County, FL",9502.00,75.4,75.2-77.5,2.0356
Florida,"Taylor County, FL",9503.00,75.7,75.2-77.5,1.4167
Florida,"Taylor County, FL",9504.00,78.2,77.6-79.5,2.8084
Florida,Taylor County,9900.00,,,
Florida,"Union County, FL",9601.00,79.1,77.6-79.5,2.2656
Florida,"Union County, FL",9602.00,64.8,56.9-75.1,0.8954
Florida,"Union County, FL",9603.00,76.4,75.2-77.5,1.5201
Florida,"Volusia County, FL",0801.00,81.9,81.7-97.5,1.8679
Florida,"Volusia County, FL",0802.01,81.6,79.6-81.6,2.011
Florida,"Volusia County, FL",0802.02,77.6,77.6-79.5,1.7508
Florida,"Volusia County, FL",0803.00,76.4,75.2-77.5,1.4977
Florida,"Volusia County, FL",0804.00,,,
Florida,"Volusia County, FL",0805.00,,,
Florida,"Volusia County, FL",0806.00,72.5,56.9-75.1,3.5997
Florida,"Volusia County, FL",0807.00,76.3,75.2-77.5,3.1864
Florida,"Volusia County, FL",0808.03,78.4,77.6-79.5,1.747
Florida,"Volusia County, FL",0808.04,76.8,75.2-77.5,1.2995
Florida,"Volusia County, FL",0808.05,73.7,56.9-75.1,1.4396
Florida,"Volusia County, FL",0808.06,79.4,77.6-79.5,1.4783
Florida,"Volusia County, FL",0808.07,77.3,75.2-77.5,1.4583
Florida,"Volusia County, FL",0809.01,72.6,56.9-75.1,1.5028
Florida,"Volusia County, FL",0809.02,71.2,56.9-75.1,1.8034
Florida,"Volusia County, FL",0810.00,,,
Florida,"Volusia County, FL",0811.01,,,
Florida,"Volusia County, FL",0811.02,74.9,56.9-75.1,3.2779
Florida,"Volusia County, FL",0812.00,72.4,56.9-75.1,2.3409
Florida,"Volusia County, FL",0813.00,78.6,77.6-79.5,3.2442
Florida,"Volusia County, FL",0815.00,68.5,56.9-75.1,2.1349
Florida,"Volusia County, FL",0816.00,70.6,56.9-75.1,1.5469
Florida,"Volusia County, FL",0817.00,70.2,56.9-75.1,1.2397
Florida,"Volusia County, FL",0818.00,72.8,56.9-75.1,1.8283
Florida,"Volusia County, FL",0819.00,73.5,56.9-75.1,2.0965
Florida,"Volusia County, FL",0820.00,,,
Florida,"Volusia County, FL",0821.00,70.5,56.9-75.1,1.5969
Florida,"Volusia County, FL",0822.01,73.1,56.9-75.1,1.1346
Florida,"Volusia County, FL",0822.02,75.6,75.2-77.5,2.145
Florida,"Volusia County, FL",0823.01,74.6,56.9-75.1,1.1162
Florida,"Volusia County, FL",0824.01,76.5,75.2-77.5,2.7493
Florida,"Volusia County, FL",0824.04,72,56.9-75.1,1.562
Florida,"Volusia County, FL",0824.05,72.5,56.9-75.1,1.3975
Florida,"Volusia County, FL",0824.06,79.4,77.6-79.5,1.8292
Florida,"Volusia County, FL",0824.10,75.5,75.2-77.5,2.1254
Florida,"Volusia County, FL",0824.11,81.7,81.7-97.5,1.6747
Florida,"Volusia County, FL",0824.12,75.9,75.2-77.5,1.4589
Florida,"Volusia County, FL",0824.13,77.6,77.6-79.5,1.5715
Florida,"Volusia County, FL",0824.14,,,
Florida,"Volusia County, FL",0824.15,77.5,75.2-77.5,1.7785
Florida,"Volusia County, FL",0825.03,76.2,75.2-77.5,1.5293
Florida,"Volusia County, FL",0825.06,74,56.9-75.1,1.4542
Florida,"Volusia County, FL",0825.07,77.6,77.6-79.5,1.0552
Florida,"Volusia County, FL",0825.08,77.4,75.2-77.5,1.0719
Florida,"Volusia County, FL",0825.09,85.4,81.7-97.5,2.6446
Florida,"Volusia County, FL",0825.10,72.5,56.9-75.1,1.5232
Florida,"Volusia County, FL",0825.11,,,
Florida,"Volusia County, FL",0826.04,77.7,77.6-79.5,1.8782
Florida,"Volusia County, FL",0826.05,79.7,79.6-81.6,2.2768
Florida,"Volusia County, FL",0826.06,82.4,81.7-97.5,2.1085
Florida,"Volusia County, FL",0826.07,80.6,79.6-81.6,2.1078
Florida,"Volusia County, FL",0827.01,83.9,81.7-97.5,2.734
Florida,"Volusia County, FL",0827.03,76.7,75.2-77.5,2.443
Florida,"Volusia County, FL",0827.04,83,81.7-97.5,1.585
Florida,"Volusia County, FL",0827.05,78.9,77.6-79.5,1.3486
Florida,"Volusia County, FL",0828.01,77.4,75.2-77.5,2.0796
Florida,"Volusia County, FL",0828.02,75.3,75.2-77.5,1.799
Florida,"Volusia County, FL",0829.02,75.3,75.2-77.5,1.505
Florida,"Volusia County, FL",0829.03,71.6,56.9-75.1,1.1555
Florida,"Volusia County, FL",0829.04,80.6,79.6-81.6,1.3542
Florida,"Volusia County, FL",0830.03,74.8,56.9-75.1,2.0688
Florida,"Volusia County, FL",0830.05,79.8,79.6-81.6,1.4657
Florida,"Volusia County, FL",0830.06,79.2,77.6-79.5,1.9231
Florida,"Volusia County, FL",0830.07,76.4,75.2-77.5,1.0919
Florida,"Volusia County, FL",0830.08,71.1,56.9-75.1,1.5841
Florida,"Volusia County, FL",0830.09,75.6,75.2-77.5,3.8479
Florida,"Volusia County, FL",0832.03,79.5,77.6-79.5,1.4888
Florida,"Volusia County, FL",0832.05,81.3,79.6-81.6,2.125
Florida,"Volusia County, FL",0832.06,75.4,75.2-77.5,1.4999
Florida,"Volusia County, FL",0832.07,81.4,79.6-81.6,1.5668
Florida,"Volusia County, FL",0832.08,81.3,79.6-81.6,1.0187
Florida,"Volusia County, FL",0832.09,79.4,77.6-79.5,1.9563
Florida,"Volusia County, FL",0901.01,73.6,56.9-75.1,2.1778
Florida,"Volusia County, FL",0901.02,78.1,77.6-79.5,1.6553
Florida,"Volusia County, FL",0902.02,76.8,75.2-77.5,1.1304
Florida,"Volusia County, FL",0902.03,80.5,79.6-81.6,2.2006
Florida,"Volusia County, FL",0902.04,80.4,79.6-81.6,1.6115
Florida,"Volusia County, FL",0903.03,75.7,75.2-77.5,1.1375
Florida,"Volusia County, FL",0903.04,77.5,75.2-77.5,1.4836
Florida,"Volusia County, FL",0903.05,76.6,75.2-77.5,1.6505
Florida,"Volusia County, FL",0903.06,81.8,81.7-97.5,1.6086
Florida,"Volusia County, FL",0903.07,,,
Florida,"Volusia County, FL",0904.00,78.1,77.6-79.5,0.7469
Florida,"Volusia County, FL",0905.00,78.6,77.6-79.5,1.7023
Florida,"Volusia County, FL",0906.00,68.8,56.9-75.1,1.3747
Florida,"Volusia County, FL",0907.01,74.9,56.9-75.1,3.1949
Florida,"Volusia County, FL",0907.02,72.4,56.9-75.1,1.1872
Florida,"Volusia County, FL",0908.03,78,77.6-79.5,2.3696
Florida,"Volusia County, FL",0908.04,75.6,75.2-77.5,1.2197
Florida,"Volusia County, FL",0908.05,77.3,75.2-77.5,1.4216
Florida,"Volusia County, FL",0908.06,77.2,75.2-77.5,1.5501
Florida,"Volusia County, FL",0909.02,81.6,79.6-81.6,1.3047
Florida,"Volusia County, FL",0909.03,82.4,81.7-97.5,1.83
Florida,"Volusia County, FL",0909.04,78.7,77.6-79.5,1.7547
Florida,"Volusia County, FL",0910.01,77.2,75.2-77.5,1.1809
Florida,"Volusia County, FL",0910.05,76.8,75.2-77.5,3.9955
Florida,"Volusia County, FL",0910.13,78.5,77.6-79.5,1.5065
Florida,"Volusia County, FL",0910.15,79.9,79.6-81.6,2.0391
Florida,"Volusia County, FL",0910.16,77.8,77.6-79.5,1.5089
Florida,"Volusia County, FL",0910.17,77.7,77.6-79.5,1.5515
Florida,"Volusia County, FL",0910.18,80.2,79.6-81.6,2.1398
Florida,"Volusia County, FL",0910.19,76.2,75.2-77.5,1.2702
Florida,"Volusia County, FL",0910.20,77.6,77.6-79.5,1.9229
Florida,"Volusia County, FL",0910.21,78.7,77.6-79.5,3.4618
Florida,"Volusia County, FL",0910.22,77.8,77.6-79.5,1.0278
Florida,"Volusia County, FL",0910.23,83.5,81.7-97.5,2.0846
Florida,"Volusia County, FL",0910.24,76,75.2-77.5,1.311
Florida,"Volusia County, FL",0910.25,79.3,77.6-79.5,2.4532
Florida,"Volusia County, FL",0910.26,79.7,79.6-81.6,1.3964
Florida,"Volusia County, FL",0910.27,77,75.2-77.5,1.4673
Florida,"Volusia County, FL",0910.28,79.3,77.6-79.5,1.5132
Florida,"Volusia County, FL",0910.29,76.3,75.2-77.5,0.9212
Florida,"Volusia County, FL",0925.00,74,56.9-75.1,1.1138
Florida,Volusia County,9900.00,,,
Florida,"Wakulla County, FL",0101.00,73.4,56.9-75.1,1.9235
Florida,"Wakulla County, FL",0102.01,77.5,75.2-77.5,1.4767
Florida,"Wakulla County, FL",0102.02,79.1,77.6-79.5,1.9185
Florida,"Wakulla County, FL",0102.03,76.2,75.2-77.5,1.5548
Florida,Wakulla County,9900.00,,,
Florida,"Walton County, FL",9501.01,75.4,75.2-77.5,1.8605
Florida,"Walton County, FL",9501.02,74.9,56.9-75.1,1.7917
Florida,"Walton County, FL",9502.00,76.5,75.2-77.5,1.3005
Florida,"Walton County, FL",9503.01,74.6,56.9-75.1,1.7684
Florida,"Walton County, FL",9503.02,77.4,75.2-77.5,2.4407
Florida,"Walton County, FL",9504.00,74.1,56.9-75.1,1.5835
Florida,"Walton County, FL",9505.01,80.2,79.6-81.6,3.5333
Florida,"Walton County, FL",9505.02,76.2,75.2-77.5,1.5612
Florida,"Walton County, FL",9506.01,85,81.7-97.5,3.9037
Florida,"Walton County, FL",9506.02,84.8,81.7-97.5,3.4095
Florida,"Walton County, FL",9506.03,80.4,79.6-81.6,1.1921
Florida,Walton County,9900.00,,,
Florida,"Washington County, FL",9701.02,76.8,75.2-77.5,1.8433
Florida,"Washington County, FL",9701.03,69,56.9-75.1,1.4391
Florida,"Washington County, FL",9701.04,74.8,56.9-75.1,1.5854
Florida,"Washington County, FL",9702.00,72,56.9-75.1,1.3654
Florida,"Washington County, FL",9703.01,,,
Florida,"Washington County, FL",9703.02,78.3,77.6-79.5,1.4746
Florida,"Washington County, FL",9703.03,73.6,56.9-75.1,1.4063
Illinois,(blank),,79.3,77.6-79.5,0.0201
Illinois,"Adams County, IL",0001.00,85.3,81.7-97.5,2.2365
Illinois,"Adams County, IL",0002.01,78.1,77.6-79.5,1.8283
Illinois,"Adams County, IL",0002.02,78.2,77.6-79.5,2.6379
Illinois,"Adams County, IL",0004.00,66.2,56.9-75.1,1.1489
Illinois,"Adams County, IL",0005.00,71.6,56.9-75.1,0.9411
Illinois,"Adams County, IL",0006.00,82.1,81.7-97.5,1.8278
Illinois,"Adams County, IL",0007.00,69.8,56.9-75.1,2.3339
Illinois,"Adams County, IL",0008.00,68.2,56.9-75.1,1.4937
Illinois,"Adams County, IL",0009.00,78.9,77.6-79.5,2.5834
Illinois,"Adams County, IL",0010.01,77.7,77.6-79.5,1.7393
