Census Tract,Median Income,Margin of Error,Margin of Error in Thousands,Median Income in Thousands
1114.01,124946,22743,124.946,124.946
4805,125061,31768,125.061,125.061
4080.05,125354,17472,125.354,125.354
1082.04,125536,19254,125.536,125.536
9201.11,125572,13987,125.572,125.572
6022.01,125575,9569,125.575,125.575
1374.02,125750,19993,125.75,125.75
2679.02,126063,26325,126.063,126.063
4033.2,126328,20617,126.328,126.328
1132.32,126424,9108,126.424,126.424
5545.16,126450,24360,126.45,126.45
1952.02,126458,38138,126.458,126.458
2627.04,126528,16829,126.528,126.528
2641.03,126538,24022,126.538,126.538
5036.02,126705,31148,126.705,126.705
6513.02,126806,16526,126.806,126.806
1434.02,126875,42268,126.875,126.875
7015.01,126875,16448,126.875,126.875
7025.01,126875,22913,126.875,126.875
7013.04,127115,17618,127.115,127.115
6205.22,127269,28334,127.269,127.269
9200.45,127292,27617,127.292,127.292
1397.03,127750,32466,127.75,127.75
4033.25,127778,24197,127.778,127.778
2973,128068,46714,128.068,128.068
2741,128125,41100,128.125,128.125
9200.39,128125,13592,128.125,128.125
9201.1,128387,21590,128.387,128.387
6207.01,128466,29747,128.466,128.466
1082.03,128646,17293,128.646,128.646
3014,128889,66059,128.889,128.889
4017.05,129107,19867,129.107,129.107
4034.03,129569,17619,129.569,129.569
4304,129750,34526,129.75,129.75
9200.13,130026,29192,130.026,130.026
4806.02,130071,19410,130.071,130.071
9012.18,130199,23222,130.199,130.199
1344.22,130352,27836,130.352,130.352
4603.01,130438,45044,130.438,130.438
1151.01,130511,30831,130.511,130.511
1081.03,130585,12708,130.585,130.585
4303.01,130598,13160,130.598,130.598
1066.03,130806,42109,130.806,130.806
5749.01,130810,14770,130.81,130.81
4013.04,130841,5002,130.841,130.841
5545.19,131012,20765,131.012,131.012
3007.01,131058,19359,131.058,131.058
5775.01,131150,23598,131.15,131.15
2675.03,131250,82731,131.25,131.25
4600.02,131469,29966,131.469,131.469
1951,131745,11852,131.745,131.745
6208.02,131821,21200,131.821,131.821
2766.01,131905,40541,131.905,131.905
6512.01,132031,19635,132.031,132.031
1438.02,132052,18715,132.052,132.052
6200.01,132153,17618,132.153,132.153
8003.24,132340,17194,132.34,132.34
9201.18,132582,14686,132.582,132.582
4087.03,132583,22301,132.583,132.583
9201.04,132738,14499,132.738,132.738
4018.01,132950,27282,132.95,132.95
2717.04,133270,41603,133.27,133.27
3101,133937,13143,133.937,133.937
9200.16,134063,26151,134.063,134.063
6206.02,134118,7741,134.118,134.118
6205.01,134570,27861,134.57,134.57
9201.21,135132,22483,135.132,135.132
6202.01,135136,23540,135.136,135.136
2736,135204,32067,135.204,135.204
6204,135455,25700,135.455,135.455
2714,135590,44731,135.59,135.59
1082.02,135603,22597,135.603,135.603
2110,135612,13565,135.612,135.612
5552.02,135833,28437,135.833,135.833
7016.01,136250,20362,136.25,136.25
4601.01,136348,39498,136.348,136.348
4807.03,136875,22504,136.875,136.875
6023.02,137051,13506,137.051,137.051
4617,137321,16324,137.321,137.321
2754,137639,33845,137.639,137.639
4004.04,138257,17308,138.257,138.257
9200.49,138667,22464,138.667,138.667
2739.02,138750,32857,138.75,138.75
7012.02,138857,26145,138.857,138.857
6211.04,138906,29074,138.906,138.906
6210.01,139063,26694,139.063,139.063
2760,140446,23063,140.446,140.446
3001,140665,19610,140.665,140.665
2770,140985,33923,140.985,140.985
2731,140987,31221,140.987,140.987
1081.01,141250,25867,141.25,141.25
9203.39,141534,35452,141.534,141.534
4642,141725,35406,141.725,141.725
6702.01,141914,22423,141.914,141.914
1398.01,142250,41367,142.25,142.25
6210.05,142821,17427,142.821,142.821
6704.17,143750,26332,143.75,143.75
4606.01,144618,29142,144.618,144.618
4002.06,144803,19269,144.803,144.803
4034.07,145000,16769,145,145
1851.02,145088,37000,145.088,145.088
4637,145638,20295,145.638,145.638
1380,145968,24300,145.968,145.968
2690,146118,26956,146.118,146.118
1352.05,146500,73372,146.5,146.5
5739.02,146538,28286,146.538,146.538
8003.25,146649,22308,146.649,146.649
2140,146923,58087,146.923,146.923
1373.02,146990,24507,146.99,146.99
4305.01,147169,40661,147.169,147.169
1394.02,147500,26530,147.5,147.5
1397.01,147500,46232,147.5,147.5
9108.1,148125,25478,148.125,148.125
9203.38,148333,17454,148.333,148.333
8004.06,149048,38801,149.048,149.048
1344.24,149306,18238,149.306,149.306
8001.04,149318,44358,149.318,149.318
1351.02,150066,18818,150.066,150.066
1081.04,150125,28126,150.125,150.125
9800.24,150313,42416,150.313,150.313
8004.1,150469,62403,150.469,150.469
1112.04,150732,9301,150.732,150.732
4612,151375,26023,151.375,151.375
1393.01,151406,42498,151.406,151.406
6706.04,151538,32645,151.538,151.538
4306,151850,30680,151.85,151.85
9200.15,151902,9019,151.902,151.902
8001.01,152206,25188,152.206,152.206
4013.03,152917,22260,152.917,152.917
6704.13,153145,11418,153.145,153.145
6707.01,153302,37509,153.302,153.302
2781.02,153654,30501,153.654,153.654
2771,154063,21756,154.063,154.063
3009.02,154185,17876,154.185,154.185
5002.04,154299,58755,154.299,154.299
1131.02,154514,22277,154.514,154.514
2742.02,155366,30733,155.366,155.366
6504.01,155583,26302,155.583,155.583
3009.01,155882,36492,155.882,155.882
9200.43,155917,21796,155.917,155.917
1894,156161,23325,156.161,156.161
4002.07,156250,24516,156.25,156.25
1893,156827,21585,156.827,156.827
6703.26,157130,30083,157.13,157.13
1398.02,157656,51735,157.656,157.656
2627.06,158625,96500,158.625,158.625
1397.04,158750,92073,158.75,158.75
1375.04,159464,38495,159.464,159.464
9201.19,160078,13446,160.078,160.078
9108.09,160250,51145,160.25,160.25
4607,160565,32275,160.565,160.565
8002.04,161144,48217,161.144,161.144
6207.04,161462,14898,161.462,161.462
6211.02,161667,57792,161.667,161.667
2611.02,164219,50034,164.219,164.219
1438.01,165227,49812,165.227,165.227
1373.01,166172,26060,166.172,166.172
4638,168500,28754,168.5,168.5
1416,169185,64316,169.185,169.185
6704.18,169345,21073,169.345,169.345
8003.38,170259,21289,170.259,170.259
8004.11,170299,46552,170.299,170.299
8005.04,170458,40548,170.458,170.458
4807.02,170541,18008,170.541,170.541
6203.03,170694,69644,170.694,170.694
4005.01,172250,66133,172.25,172.25
6208.01,173462,35794,173.462,173.462
2622,173472,60920,173.472,173.472
2756.04,173569,16921,173.569,173.569
7006,173672,44008,173.672,173.672
9102.11,174167,60548,174.167,174.167
8003.36,174682,27440,174.682,174.682
4641.01,175294,38269,175.294,175.294
2764,175625,46335,175.625,175.625
1066.43,176429,22129,176.429,176.429
2612,178750,30075,178.75,178.75
6203.01,179032,47131,179.032,179.032
4641.02,179398,74040,179.398,179.398
4605.01,180417,17881,180.417,180.417
8005.06,180493,63683,180.493,180.493
5001,180720,24697,180.72,180.72
2628.02,182042,65168,182.042,182.042
6707.02,182260,62332,182.26,182.26
6209.04,185119,30014,185.119,185.119
6207.03,185204,44771,185.204,185.204
2626.04,187500,41315,187.5,187.5
1942,190671,46712,190.671,190.671
9201.2,191161,34716,191.161,191.161
2693,193750,58155,193.75,193.75
7007,194154,84971,194.154,194.154
6704.06,194236,32339,194.236,194.236
4600.01,194375,76268,194.375,194.375
2970.01,195064,110007,195.064,195.064
1415,195500,73637,195.5,195.5
8002.02,195599,28656,195.599,195.599
2640,196250,72849,196.25,196.25
2654.2,200179,84026,200.179,200.179
2623.02,200781,81190,200.781,200.781
2626.01,201094,26369,201.094,201.094
2611.03,202266,46114,202.266,202.266
6703.28,204179,40841,204.179,204.179
2695,204583,53353,204.583,204.583
1439.01,204653,50800,204.653,204.653
6702.02,206964,15958,206.964,206.964
6703.24,207096,45708,207.096,207.096
4002.05,207270,58187,207.27,207.27
1397.05,208381,31917,208.381,208.381
7012.01,209083,74257,209.083,209.083
6706.03,209500,81093,209.5,209.5
6209.01,215156,40006,215.156,215.156
4605.02,216750,54342,216.75,216.75
2611.04,217396,81525,217.396,217.396
4608,221375,56765,221.375,221.375
8003.28,225819,41905,225.819,225.819
1943,228836,57629,228.836,228.836
2623.01,231188,37290,231.188,231.188
8002.06,236709,25358,236.709,236.709
2625.01,246750,30597,246.75,246.75
6705,250000,60306,250,250
